run_type,input_file,input_size,CLI_Flags,hashing_method,mod_value,bucket_size,strategy,c1,c2,collisions,primary_collisions,secondary_collisions,comparisons,insertions,load_factor,execution_time_sec,memory_usage_bytes,input_type
manual_div113_quadratic_c05_025_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,113.0,1,quadratic,0.5,0.25,47.0,7.0,40.0,107.0,60.0,0.5,0.0002054,0,forced_collision
manual_div113_quadratic_c10_05_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,113.0,1,quadratic,1.0,0.5,33.0,7.0,26.0,93.0,60.0,0.5,0.0002543,0,forced_collision
manual_div113_quadratic_c10_075_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,113.0,1,quadratic,1.0,0.75,27.0,8.0,19.0,87.0,60.0,0.5,0.000226,0,forced_collision
manual_div113_quadratic_c10_025_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,division,113.0,1,quadratic,1.0,0.25,44.0,8.0,36.0,104.0,60.0,0.5,0.0002145,0,forced_collision
manual_div113_quadratic_c15_05_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,division,113.0,1,quadratic,1.5,0.5,30.0,7.0,23.0,90.0,60.0,0.5,0.0002401,0,forced_collision
manual_div113_quadratic_c15_075_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.75,division,113.0,1,quadratic,1.5,0.75,29.0,8.0,21.0,89.0,60.0,0.5,0.0004929,0,forced_collision
manual_div113_quadratic_c15_025_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,division,113.0,1,quadratic,1.5,0.25,36.0,8.0,28.0,96.0,60.0,0.5,0.0002025,0,forced_collision
manual_div113_linear_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 3 --strategy linear,division,113.0,3,linear,,,105.0,8.0,97.0,165.0,60.0,0.5,0.0005319,0,forced_collision
manual_div113_quadratic_c05_05_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,3,quadratic,0.5,0.5,36.0,9.0,27.0,96.0,60.0,0.5,0.0008079,0,forced_collision
manual_div113_quadratic_c05_075_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.75,division,113.0,3,quadratic,0.5,0.75,31.0,8.0,23.0,91.0,60.0,0.5,0.0003393,0,forced_collision
manual_div113_quadratic_c05_025_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,division,113.0,3,quadratic,0.5,0.25,47.0,7.0,40.0,107.0,60.0,0.5,0.0007444,0,forced_collision
manual_div113_quadratic_c10_05_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,division,113.0,3,quadratic,1.0,0.5,33.0,7.0,26.0,93.0,60.0,0.5,0.0006634,0,forced_collision
manual_div113_quadratic_c10_075_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.75,division,113.0,3,quadratic,1.0,0.75,27.0,8.0,19.0,87.0,60.0,0.5,0.000249,0,forced_collision
manual_div113_quadratic_c10_025_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,division,113.0,3,quadratic,1.0,0.25,44.0,8.0,36.0,104.0,60.0,0.5,0.0002249,0,forced_collision
manual_div113_quadratic_c15_05_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,division,113.0,3,quadratic,1.5,0.5,30.0,7.0,23.0,90.0,60.0,0.5,0.0002217,0,forced_collision
manual_div113_quadratic_c15_075_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,113.0,3,quadratic,1.5,0.75,29.0,8.0,21.0,89.0,60.0,0.5,0.0007968,0,forced_collision
manual_div113_quadratic_c15_025_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,division,113.0,3,quadratic,1.5,0.25,36.0,8.0,28.0,96.0,60.0,0.5,0.0002685,0,forced_collision
manual_div127_linear_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 1 --strategy linear,division,127.0,1,linear,,,92.0,6.0,86.0,152.0,60.0,0.5,0.001028,0,forced_collision
manual_div127_quadratic_c05_05_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,127.0,1,quadratic,0.5,0.5,29.0,6.0,23.0,89.0,60.0,0.5,0.0002122,0,forced_collision
manual_div127_quadratic_c05_075_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,127.0,1,quadratic,0.5,0.75,32.0,7.0,25.0,92.0,60.0,0.5,0.0002899,0,forced_collision
manual_div127_quadratic_c05_025_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,127.0,1,quadratic,0.5,0.25,41.0,6.0,35.0,101.0,60.0,0.5,0.0002727,0,forced_collision
manual_div127_quadratic_c10_05_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,127.0,1,quadratic,1.0,0.5,28.0,5.0,23.0,88.0,60.0,0.5,0.0002498,0,forced_collision
manual_div127_quadratic_c10_075_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,127.0,1,quadratic,1.0,0.75,23.0,5.0,18.0,83.0,60.0,0.5,0.0002109,0,forced_collision
manual_div127_quadratic_c10_025_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,division,127.0,1,quadratic,1.0,0.25,35.0,6.0,29.0,95.0,60.0,0.5,0.0002936,0,forced_collision
manual_div127_quadratic_c15_05_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,division,127.0,1,quadratic,1.5,0.5,25.0,6.0,19.0,85.0,60.0,0.5,0.0002304,0,forced_collision
manual_div127_quadratic_c15_075_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.75,division,127.0,1,quadratic,1.5,0.75,21.0,6.0,15.0,81.0,60.0,0.5,0.0003934,0,forced_collision
manual_div127_quadratic_c15_025_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,division,127.0,1,quadratic,1.5,0.25,33.0,6.0,27.0,93.0,60.0,0.5,0.0003439,0,forced_collision
manual_div127_linear_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 3 --strategy linear,division,127.0,3,linear,,,92.0,6.0,86.0,152.0,60.0,0.5,0.0002281,0,forced_collision
manual_div127_quadratic_c05_05_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,127.0,3,quadratic,0.5,0.5,29.0,6.0,23.0,89.0,60.0,0.5,0.000291,0,forced_collision
manual_div127_quadratic_c05_075_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.75,division,127.0,3,quadratic,0.5,0.75,32.0,7.0,25.0,92.0,60.0,0.5,0.0002407,0,forced_collision
manual_div127_quadratic_c05_025_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,division,127.0,3,quadratic,0.5,0.25,41.0,6.0,35.0,101.0,60.0,0.5,0.0003035,0,forced_collision
manual_div127_quadratic_c10_05_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,division,127.0,3,quadratic,1.0,0.5,28.0,5.0,23.0,88.0,60.0,0.5,0.0007968,0,forced_collision
manual_div127_quadratic_c10_075_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.75,division,127.0,3,quadratic,1.0,0.75,23.0,5.0,18.0,83.0,60.0,0.5,0.0002919,0,forced_collision
manual_div127_quadratic_c10_025_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,division,127.0,3,quadratic,1.0,0.25,35.0,6.0,29.0,95.0,60.0,0.5,0.0002745,0,forced_collision
manual_div127_quadratic_c15_05_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,division,127.0,3,quadratic,1.5,0.5,25.0,6.0,19.0,85.0,60.0,0.5,0.0006459,0,forced_collision
manual_div127_quadratic_c15_075_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,127.0,3,quadratic,1.5,0.75,21.0,6.0,15.0,81.0,60.0,0.5,0.0002401,0,forced_collision
manual_div127_quadratic_c15_025_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,division,127.0,3,quadratic,1.5,0.25,33.0,6.0,27.0,93.0,60.0,0.5,0.0002086,0,forced_collision
manual_div41_linear_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 1 --strategy linear,division,41.0,1,linear,,,739.0,28.0,711.0,799.0,60.0,0.5,0.0006343,0,forced_collision
manual_div41_quadratic_c05_05_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,1,quadratic,0.5,0.5,184.0,30.0,154.0,244.0,60.0,0.5,0.0002786,0,forced_collision
manual_div41_quadratic_c05_075_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,41.0,1,quadratic,0.5,0.75,154.0,29.0,125.0,214.0,60.0,0.5,0.0002997,0,forced_collision
manual_div41_quadratic_c05_025_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,41.0,1,quadratic,0.5,0.25,258.0,29.0,229.0,318.0,60.0,0.5,0.0008899,0,forced_collision
manual_div41_quadratic_c10_05_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,41.0,1,quadratic,1.0,0.5,168.0,25.0,143.0,228.0,60.0,0.5,0.001399,0,forced_collision
manual_div41_quadratic_c10_075_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,41.0,1,quadratic,1.0,0.75,143.0,27.0,116.0,203.0,60.0,0.5,0.0002884,0,forced_collision
manual_div41_quadratic_c10_025_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,division,41.0,1,quadratic,1.0,0.25,230.0,28.0,202.0,290.0,60.0,0.5,0.0004447,0,forced_collision
manual_div41_quadratic_c15_05_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,division,41.0,1,quadratic,1.5,0.5,158.0,27.0,131.0,218.0,60.0,0.5,0.0002953,0,forced_collision
manual_div41_quadratic_c15_075_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.75,division,41.0,1,quadratic,1.5,0.75,132.0,28.0,104.0,192.0,60.0,0.5,0.0002517,0,forced_collision
manual_div41_quadratic_c15_025_b1,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,division,41.0,1,quadratic,1.5,0.25,212.0,28.0,184.0,272.0,60.0,0.5,0.0009601,0,forced_collision
manual_div41_linear_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 3 --strategy linear,division,41.0,3,linear,,,739.0,28.0,711.0,799.0,60.0,0.5,0.0004922,0,forced_collision
manual_div41_quadratic_c05_05_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,3,quadratic,0.5,0.5,184.0,30.0,154.0,244.0,60.0,0.5,0.0003511,0,forced_collision
manual_div41_quadratic_c05_075_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.75,division,41.0,3,quadratic,0.5,0.75,154.0,29.0,125.0,214.0,60.0,0.5,0.0004059,0,forced_collision
manual_div41_quadratic_c05_025_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,division,41.0,3,quadratic,0.5,0.25,258.0,29.0,229.0,318.0,60.0,0.5,0.0003977,0,forced_collision
manual_div41_quadratic_c10_05_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,division,41.0,3,quadratic,1.0,0.5,168.0,25.0,143.0,228.0,60.0,0.5,0.0002803,0,forced_collision
manual_div41_quadratic_c10_075_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.75,division,41.0,3,quadratic,1.0,0.75,143.0,27.0,116.0,203.0,60.0,0.5,0.0009081,0,forced_collision
manual_div41_quadratic_c10_025_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,division,41.0,3,quadratic,1.0,0.25,230.0,28.0,202.0,290.0,60.0,0.5,0.0008124,0,forced_collision
manual_div41_quadratic_c15_05_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,division,41.0,3,quadratic,1.5,0.5,158.0,27.0,131.0,218.0,60.0,0.5,0.00025,0,forced_collision
manual_div41_quadratic_c15_075_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,41.0,3,quadratic,1.5,0.75,132.0,28.0,104.0,192.0,60.0,0.5,0.0002681,0,forced_collision
manual_div41_quadratic_c15_025_b3,custom_collisions_scheme12.txt,60,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,division,41.0,3,quadratic,1.5,0.25,212.0,28.0,184.0,272.0,60.0,0.5,0.0003945,0,forced_collision
manual_custom_linear_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy linear,custom,,1,linear,,,174.0,40.0,134.0,234.0,60.0,0.5,0.0002818,0,forced_collision
manual_custom_chaining_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy chaining,custom,,1,chaining,,,40.0,,,60.0,60.0,0.5,0.0006032,0,forced_collision
manual_custom_quadratic_c05_05_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,custom,,1,quadratic,0.5,0.5,98.0,40.0,58.0,158.0,60.0,0.5,0.0006908,0,forced_collision
manual_custom_quadratic_c05_10_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 1.0,custom,,1,quadratic,0.5,1.0,86.0,40.0,46.0,146.0,60.0,0.5,0.0002343,0,forced_collision
manual_custom_quadratic_c05_025_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,custom,,1,quadratic,0.5,0.25,131.0,40.0,91.0,191.0,60.0,0.5,0.0002427,0,forced_collision
manual_custom_quadratic_c10_05_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,custom,,1,quadratic,1.0,0.5,86.0,40.0,46.0,146.0,60.0,0.5,0.0002227,0,forced_collision
manual_custom_quadratic_c10_10_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy quadratic --c1 1.0 --c2 1.0,custom,,1,quadratic,1.0,1.0,72.0,40.0,32.0,132.0,60.0,0.5,0.000227,0,forced_collision
manual_custom_quadratic_c10_025_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,custom,,1,quadratic,1.0,0.25,110.0,40.0,70.0,170.0,60.0,0.5,0.0003001,0,forced_collision
manual_custom_quadratic_c15_05_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,custom,,1,quadratic,1.5,0.5,72.0,40.0,32.0,132.0,60.0,0.5,0.0002714,0,forced_collision
manual_custom_quadratic_c15_10_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy quadratic --c1 1.5 --c2 1.0,custom,,1,quadratic,1.5,1.0,72.0,40.0,32.0,132.0,60.0,0.5,0.0002413,0,forced_collision
manual_custom_quadratic_c15_025_b1,custom_collisions_scheme12.txt,60,--hashing custom --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,custom,,1,quadratic,1.5,0.25,92.0,40.0,52.0,152.0,60.0,0.5,0.0002699,0,forced_collision
manual_custom_linear_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy linear,custom,,3,linear,,,174.0,40.0,134.0,234.0,60.0,0.5,0.0002557,0,forced_collision
manual_custom_chaining_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy chaining,custom,,3,chaining,,,40.0,,,60.0,60.0,0.5,0.0002223,0,forced_collision
manual_custom_quadratic_c05_05_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,custom,,3,quadratic,0.5,0.5,98.0,40.0,58.0,158.0,60.0,0.5,0.0003345,0,forced_collision
manual_custom_quadratic_c05_10_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy quadratic --c1 0.5 --c2 1.0,custom,,3,quadratic,0.5,1.0,86.0,40.0,46.0,146.0,60.0,0.5,0.0002572,0,forced_collision
manual_custom_quadratic_c05_025_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,custom,,3,quadratic,0.5,0.25,131.0,40.0,91.0,191.0,60.0,0.5,0.00058,0,forced_collision
manual_custom_quadratic_c10_05_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,custom,,3,quadratic,1.0,0.5,86.0,40.0,46.0,146.0,60.0,0.5,0.0008298,0,forced_collision
manual_custom_quadratic_c10_10_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 1.0,custom,,3,quadratic,1.0,1.0,72.0,40.0,32.0,132.0,60.0,0.5,0.0004968,0,forced_collision
manual_custom_quadratic_c10_025_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,custom,,3,quadratic,1.0,0.25,110.0,40.0,70.0,170.0,60.0,0.5,0.0003182,0,forced_collision
manual_custom_quadratic_c15_05_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,custom,,3,quadratic,1.5,0.5,72.0,40.0,32.0,132.0,60.0,0.5,0.0003905,0,forced_collision
manual_custom_quadratic_c15_10_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 1.0,custom,,3,quadratic,1.5,1.0,72.0,40.0,32.0,132.0,60.0,0.5,0.0006213,0,forced_collision
manual_custom_quadratic_c15_025_b3,custom_collisions_scheme12.txt,60,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,custom,,3,quadratic,1.5,0.25,92.0,40.0,52.0,152.0,60.0,0.5,0.0002557,0,forced_collision
scheme_1,custom_collisions_scheme13.txt,60,--hashing division --mod 120 --bucket 1 --strategy linear,division,120.0,1,linear,,,86.0,6.0,80.0,146.0,60.0,0.5,0.0002245,0,forced_collision
scheme_2,custom_collisions_scheme13.txt,60,--hashing division --mod 120 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,120.0,1,quadratic,0.5,0.5,29.0,7.0,22.0,89.0,60.0,0.5,0.0002283,0,forced_collision
scheme_3,custom_collisions_scheme13.txt,60,--hashing division --mod 120 --bucket 1 --strategy chaining,division,120.0,1,chaining,,,5.0,,,5.0,60.0,0.5,0.0006319,0,forced_collision
scheme_4,custom_collisions_scheme13.txt,60,--hashing division --mod 127 --bucket 1 --strategy linear,division,127.0,1,linear,,,92.0,6.0,86.0,152.0,60.0,0.5,0.0005442,0,forced_collision
scheme_5,custom_collisions_scheme13.txt,60,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,127.0,1,quadratic,0.5,0.5,29.0,6.0,23.0,89.0,60.0,0.5,0.0002955,0,forced_collision
scheme_6,custom_collisions_scheme13.txt,60,--hashing division --mod 127 --bucket 1 --strategy chaining,division,127.0,1,chaining,,,5.0,,,5.0,60.0,0.5,0.000492,0,forced_collision
scheme_7,custom_collisions_scheme13.txt,60,--hashing division --mod 113 --bucket 1 --strategy linear,division,113.0,1,linear,,,105.0,8.0,97.0,165.0,60.0,0.5,0.0003221,0,forced_collision
scheme_8,custom_collisions_scheme13.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,1,quadratic,0.5,0.5,36.0,9.0,27.0,96.0,60.0,0.5,0.0002345,0,forced_collision
scheme_9,custom_collisions_scheme13.txt,60,--hashing division --mod 113 --bucket 1 --strategy chaining,division,113.0,1,chaining,,,7.0,,,7.0,60.0,0.5,0.001693,0,forced_collision
scheme_10,custom_collisions_scheme13.txt,60,--hashing division --mod 41 --bucket 3 --strategy linear,division,41.0,3,linear,,,739.0,28.0,711.0,799.0,60.0,0.5,0.001577,0,forced_collision
scheme_11,custom_collisions_scheme13.txt,60,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,3,quadratic,0.5,0.5,184.0,30.0,154.0,244.0,60.0,0.5,0.0002686,0,forced_collision
scheme_12,custom_collisions_scheme13.txt,60,--hashing custom --bucket 1 --strategy linear,custom,,1,linear,,,174.0,40.0,134.0,234.0,60.0,0.5,0.0002824,0,forced_collision
scheme_13,custom_collisions_scheme13.txt,60,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,custom,,1,quadratic,0.5,0.5,98.0,40.0,58.0,158.0,60.0,0.5,0.0002319,0,forced_collision
scheme_14,custom_collisions_scheme13.txt,60,--hashing custom --bucket 1 --strategy chaining,custom,,1,chaining,,,40.0,,,60.0,60.0,0.5,0.0002111,0,forced_collision
manual_div113_linear_b1,custom_collisions_scheme13.txt,60,--hashing division --mod 113 --bucket 1 --strategy linear,division,113.0,1,linear,,,105.0,8.0,97.0,165.0,60.0,0.5,0.0002407,0,forced_collision
manual_div113_quadratic_c05_05_b1,custom_collisions_scheme13.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,1,quadratic,0.5,0.5,36.0,9.0,27.0,96.0,60.0,0.5,0.0002695,0,forced_collision
manual_div113_quadratic_c05_075_b1,custom_collisions_scheme13.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,113.0,1,quadratic,0.5,0.75,31.0,8.0,23.0,91.0,60.0,0.5,0.0002682,0,forced_collision
manual_div113_quadratic_c05_025_b1,custom_collisions_scheme13.txt,60,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,113.0,1,quadratic,0.5,0.25,47.0,7.0,40.0,107.0,60.0,0.5,0.0005913,0,forced_collision
